episodio,anime,temporada,modeloLlm,totalLinhas,falasTraduzidas,falasDoCache,tempoTotalMs,quantidadeAvisos,registradoEm
Mobile.Suit.Gundam.ZZ.S01E17_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,371,359,0,112628,3,2026-08-16T03:16:38.895069500Z
Mobile.Suit.Gundam.ZZ.S01E18_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,356,341,0,112863,4,2026-08-16T03:18:31.772310100Z
Mobile.Suit.Gundam.ZZ.S01E19_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,369,353,0,114203,3,2026-08-16T03:20:26.000563800Z
Mobile.Suit.Gundam.ZZ.S01E20_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,480,457,0,153564,6,2026-08-16T03:22:59.577225700Z
Mobile.Suit.Gundam.ZZ.S01E21_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,391,370,0,113940,5,2026-08-16T03:24:53.535117400Z
Mobile.Suit.Gundam.ZZ.S01E22_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,385,364,0,113802,4,2026-08-16T03:26:47.351312800Z
Mobile.Suit.Gundam.ZZ.S01E23_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,361,348,0,122757,2,2026-08-16T03:28:50.133678800Z
Mobile.Suit.Gundam.ZZ.S01E24_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,381,362,0,119381,4,2026-08-16T03:30:49.525524700Z
Mobile.Suit.Gundam.ZZ.S01E25_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,311,285,0,96972,2,2026-08-16T03:32:26.527207100Z
Mobile.Suit.Gundam.ZZ.S01E26_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,374,349,0,108757,6,2026-08-16T03:34:15.297152900Z
Mobile.Suit.Gundam.ZZ.S01E27_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,300,281,0,108065,2,2026-08-16T03:36:03.379230200Z
Mobile.Suit.Gundam.ZZ.S01E28_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,333,306,0,96525,6,2026-08-16T03:37:39.923046200Z
Mobile.Suit.Gundam.ZZ.S01E29_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,348,336,0,111699,6,2026-08-16T03:39:31.635714800Z
Mobile.Suit.Gundam.ZZ.S01E30_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,387,368,0,122833,6,2026-08-16T03:41:34.483925100Z
Mobile.Suit.Gundam.ZZ.S01E31_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,323,316,0,113705,7,2026-08-16T03:43:28.202940600Z
Mobile.Suit.Gundam.ZZ.S01E32_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,316,303,0,106026,3,2026-08-16T03:45:14.241292400Z
Mobile.Suit.Gundam.ZZ.S01E33_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,413,393,0,127240,4,2026-08-16T03:47:21.495225Z
Mobile.Suit.Gundam.ZZ.S01E34_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,378,363,0,110751,3,2026-08-16T03:49:12.260509700Z
Mobile.Suit.Gundam.ZZ.S01E35_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,307,293,0,106303,8,2026-08-16T03:50:58.575152Z
Mobile.Suit.Gundam.ZZ.S01E36_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,290,283,0,86821,3,2026-08-16T03:52:25.411014400Z
Mobile.Suit.Gundam.ZZ.S01E37_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,381,368,0,119649,5,2026-08-16T03:54:25.079058900Z
Mobile.Suit.Gundam.ZZ.S01E38_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,389,373,0,139597,6,2026-08-16T03:56:44.688520600Z
Mobile.Suit.Gundam.ZZ.S01E39_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,331,323,0,110392,5,2026-08-16T03:58:35.097133200Z
Mobile.Suit.Gundam.ZZ.S01E40_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,411,393,0,123562,2,2026-08-16T04:00:38.671927500Z
Mobile.Suit.Gundam.ZZ.S01E41_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,306,287,0,89227,3,2026-08-16T04:02:07.922241900Z
Mobile.Suit.Gundam.ZZ.S01E42_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,414,386,0,121994,3,2026-08-16T04:04:09.936564300Z
Mobile.Suit.Gundam.ZZ.S01E43_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,378,362,0,109583,4,2026-08-16T04:05:59.531022500Z
Mobile.Suit.Gundam.ZZ.S01E44_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,329,319,0,104846,3,2026-08-16T04:07:44.401297200Z
Mobile.Suit.Gundam.ZZ.S01E45_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,293,284,0,102541,1,2026-08-16T04:09:26.956460800Z
Mobile.Suit.Gundam.ZZ.S01E46_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,331,320,0,100206,1,2026-08-16T04:11:07.174842300Z
Mobile.Suit.Gundam.ZZ.S01E47_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,249,233,0,66321,1,2026-08-16T04:12:13.510390800Z
